Row ID,Order ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Customer ID,Order Priority,Order Date,Market,Returned,Shipping ID,Discounted,Profitable,Total Sales,Order Priority_N,Segment,Category,Sub-Category,Country,Region,Ship Mode_N,mmonthN,MquarterN
11,MX-2013-134096,OFF-BI-10002075,12.0600004196167,3,0.0,3.48000001907349,1.13399994373322,DP-13000,Medium,"Friday, September 27, 2013",LATAM,0,30127,0,1,36.1800012588501,2,Consumer,Office Supplies,Binders,Brazil,South,3,9,3
12,MX-2013-156335,OFF-FA-10002526,20.7600002288818,3,0.0,9.53999996185303,0.648999989032745,TB-21250,Medium,"Tuesday, March 5, 2013",LATAM,0,33055,0,1,62.2800006866455,2,Consumer,Office Supplies,Fasteners,Nicaragua,Central,3,3,1
13,MX-2013-156335,FUR-CH-10002846,210.639999389648,4,0.0,50.4799995422363,16.0650005340576,TB-21250,Medium,"Tuesday, March 5, 2013",LATAM,0,33055,0,1,842.559997558594,2,Consumer,Furniture,Chairs,Nicaragua,Central,3,3,1
14,MX-2014-121923,OFF-EN-10004100,80.0999984741211,3,0.0,37.6199989318848,8.86299991607666,PK-18910,Low,"Wednesday, September 24, 2014",LATAM,0,36497,0,1,240.299995422363,1,Home Office,Office Supplies,Envelopes,Nicaragua,Central,3,9,3
15,MX-2014-135706,OFF-AR-10003914,132.639999389648,4,0.0,35.7599983215332,6.20300006866455,JK-15625,Medium,"Saturday, October 18, 2014",LATAM,1,38483,0,1,530.559997558594,2,Consumer,Office Supplies,Art,Brazil,South,3,10,4
16,MX-2014-135706,OFF-FA-10000038,12.9399995803833,1,0.0,1.01999998092651,0.46399998664856,JK-15625,Medium,"Saturday, October 18, 2014",LATAM,1,38483,0,1,12.9399995803833,2,Consumer,Office Supplies,Fasteners,Brazil,South,3,10,4
17,US-2013-126655,OFF-EN-10000761,18.8400001525879,2,0.400000005960464,-6.59999990463257,1.60199999809265,HE-14800,Medium,"Wednesday, June 26, 2013",LATAM,0,29784,1,0,22.6079999585152,2,Corporate,Office Supplies,Envelopes,Panama,Central,3,6,2
18,US-2013-126655,FUR-FU-10003066,308.279998779297,7,0.400000005960464,-149.100006103516,27.7700004577637,HE-14800,Medium,"Wednesday, June 26, 2013",LATAM,0,29784,1,0,1294.7759820106,2,Corporate,Furniture,Furnishings,Panama,Central,3,6,2
19,US-2013-126655,OFF-EN-10000075,40.1759986877441,2,0.400000005960464,-6.06400012969971,2.13700008392334,HE-14800,Medium,"Wednesday, June 26, 2013",LATAM,0,29784,1,0,48.2111979463577,2,Corporate,Office Supplies,Envelopes,Panama,Central,3,6,2
20,US-2013-126655,OFF-EN-10002226,8.78400039672852,3,0.400000005960464,-4.83599996566772,0.379999995231628,HE-14800,Medium,"Wednesday, June 26, 2013",LATAM,0,29784,1,0,15.8112005570412,2,Corporate,Office Supplies,Envelopes,Panama,Central,3,6,2
21,MX-2013-167759,FUR-CH-10002132,273.471984863281,4,0.200000002980232,95.7119979858398,48.1650009155273,JE-15610,Low,"Thursday, December 19, 2013",LATAM,0,26770,1,1,875.11034830246,1,Corporate,Furniture,Chairs,Mexico,North,3,12,4
22,MX-2013-163139,TEC-AC-10002749,27.0,1,0.0,5.94000005722046,3.89499998092651,TB-21055,High,"Tuesday, October 29, 2013",LATAM,0,28012,0,1,27.0,3,Consumer,Technology,Accessories,Chile,South,2,10,4
23,MX-2013-163139,OFF-SU-10000066,207.0,9,0.0,66.2399978637695,37.8569984436035,TB-21055,High,"Tuesday, October 29, 2013",LATAM,0,28012,0,1,1863.0,3,Consumer,Office Supplies,Supplies,Chile,South,2,10,4
24,US-2014-119753,OFF-BI-10003934,60.6599998474121,3,0.400000005960464,-20.2199993133545,4.0,DW-13195,Medium,"Friday, October 3, 2014",LATAM,0,40574,1,0,109.187998640656,2,Corporate,Office Supplies,Binders,Panama,Central,3,10,4
25,US-2012-133970,FUR-FU-10001142,181.115997314453,9,0.400000005960464,-75.5640029907227,1.08500003814697,SJ-20215,Medium,"Wednesday, September 26, 2012",LATAM,0,44555,1,0,978.026375782228,2,Consumer,Furniture,Furnishings,Mexico,North,1,9,3
26,MX-2014-120607,TEC-CO-10003541,326.186004638672,2,0.0020000000949949,64.706298828125,16.7770004272461,SP-20650,Medium,"Wednesday, June 18, 2014",LATAM,1,32785,1,1,651.067265196817,2,Corporate,Technology,Copiers,Mexico,North,3,6,2
27,MX-2014-120607,OFF-ST-10004296,80.0,5,0.0,34.4000015258789,5.08400011062622,SP-20650,Medium,"Wednesday, June 18, 2014",LATAM,1,32785,0,1,400.0,2,Corporate,Office Supplies,Storage,Mexico,North,3,6,2
28,US-2013-167129,OFF-BI-10003709,141.287994384766,7,0.400000005960464,-73.052001953125,9.46500015258789,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,593.409570521021,2,Home Office,Office Supplies,Binders,Honduras,Central,3,5,2
29,US-2013-167129,OFF-FA-10003529,21.8400001525879,4,0.400000005960464,-3.27999997138977,1.09099996089935,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,52.4159998455048,2,Home Office,Office Supplies,Fasteners,Honduras,Central,3,5,2
30,US-2013-167129,TEC-PH-10002483,114.81600189209,4,0.400000005960464,-49.8240013122559,5.9229998588562,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,275.558401803589,2,Home Office,Technology,Phones,Honduras,Central,3,5,2
31,US-2013-167129,OFF-AR-10002055,19.2719993591309,2,0.400000005960464,2.87199997901917,1.84300005435944,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,1,23.1263990012169,2,Home Office,Office Supplies,Art,Honduras,Central,3,5,2
32,US-2013-167129,OFF-AP-10000023,152.279998779297,5,0.400000005960464,-99.0199966430664,16.2450008392334,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,456.839991799593,2,Home Office,Office Supplies,Appliances,Honduras,Central,3,5,2
33,US-2013-167129,TEC-CO-10004904,941.778015136719,8,0.40200001001358,-601.742004394531,80.2809982299805,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,4505.4659489695,2,Home Office,Technology,Copiers,Honduras,Central,3,5,2
34,US-2013-167129,OFF-AR-10000404,10.4160003662109,1,0.400000005960464,-0.703999996185303,0.930999994277954,SC-20050,Medium,"Friday, May 24, 2013",LATAM,1,24447,1,0,6.24960015764236,2,Home Office,Office Supplies,Art,Honduras,Central,3,5,2
35,MX-2014-100727,OFF-SU-10004480,300.720001220703,14,0.0,129.080001831055,21.2159996032715,DM-13525,High,"Thursday, May 15, 2014",LATAM,0,31240,0,1,4210.08001708984,3,Corporate,Office Supplies,Supplies,Mexico,North,1,5,2
36,MX-2014-100727,OFF-SU-10003162,138.179992675781,7,0.0,53.7599983215332,19.5429992675781,DM-13525,High,"Thursday, May 15, 2014",LATAM,0,31240,0,1,967.259948730469,3,Corporate,Office Supplies,Supplies,Mexico,North,1,5,2
37,MX-2014-100727,OFF-SU-10002521,90.8000030517578,4,0.0,31.7600002288818,21.7560005187988,DM-13525,High,"Thursday, May 15, 2014",LATAM,0,31240,0,1,363.200012207031,3,Corporate,Office Supplies,Supplies,Mexico,North,1,5,2
38,MX-2014-154739,FUR-TA-10004531,529.320007324219,3,0.0,264.660003662109,94.2770004272461,SC-20440,High,"Friday, July 4, 2014",LATAM,0,23852,0,1,1587.96002197266,3,Corporate,Furniture,Tables,Cuba,Caribbean,2,7,3
39,MX-2014-154739,FUR-BO-10002679,333.600006103516,4,0.0,106.720001220703,45.851001739502,SC-20440,High,"Friday, July 4, 2014",LATAM,0,23852,0,1,1334.40002441406,3,Corporate,Furniture,Bookcases,Cuba,Caribbean,2,7,3
40,MX-2014-154739,OFF-FA-10004587,42.7200012207031,4,0.0,0.400000005960464,6.97399997711182,SC-20440,High,"Friday, July 4, 2014",LATAM,0,23852,0,1,170.880004882813,3,Corporate,Office Supplies,Fasteners,Cuba,Caribbean,2,7,3
41,MX-2014-121398,OFF-SU-10001132,62.4000015258789,3,0.200000002980232,8.57999992370605,15.7390003204346,AR-10825,Critical,"Tuesday, December 9, 2014",LATAM,0,33175,1,1,149.76000310421,4,Corporate,Office Supplies,Supplies,Dominican Republic,Caribbean,2,12,4
42,MX-2013-121839,TEC-PH-10001288,346.079986572266,4,0.0,155.679992675781,33.6380004882813,RW-19690,High,"Monday, June 17, 2013",LATAM,0,28651,0,1,1384.31994628906,3,Consumer,Technology,Phones,Mexico,North,2,6,2
43,MX-2014-142643,TEC-MA-10003625,414.0,2,0.0,45.5200004577637,21.9139995574951,MT-17815,Medium,"Wednesday, October 29, 2014",LATAM,1,27205,0,1,828.0,2,Consumer,Technology,Machines,Mexico,North,3,10,4
44,MX-2014-142643,OFF-AP-10002681,722.359985351563,2,0.0,50.560001373291,44.076000213623,MT-17815,Medium,"Wednesday, October 29, 2014",LATAM,1,27205,0,1,1444.71997070313,2,Consumer,Office Supplies,Appliances,Mexico,North,3,10,4
45,MX-2014-142643,TEC-AC-10004939,56.3400001525879,3,0.0,3.90000009536743,2.51900005340576,MT-17815,Medium,"Wednesday, October 29, 2014",LATAM,1,27205,0,1,169.020000457764,2,Consumer,Technology,Accessories,Mexico,North,3,10,4
46,MX-2014-164959,FUR-CH-10002088,168.960006713867,3,0.0,40.5,55.023998260498,LC-16960,Critical,"Thursday, January 16, 2014",LATAM,0,26098,0,1,506.880020141602,4,Home Office,Furniture,Chairs,Brazil,South,0,1,1
47,US-2012-151372,OFF-ST-10003184,125.440002441406,5,0.200000002980232,-0.0599999986588955,10.1870002746582,AS-10240,Medium,"Friday, April 27, 2012",LATAM,0,33767,1,0,501.760007896423,2,Consumer,Office Supplies,Storage,Dominican Republic,Caribbean,3,4,2
48,US-2012-151372,TEC-CO-10001756,153.408004760742,2,0.202000007033348,36.127498626709,14.2449998855591,AS-10240,Medium,"Friday, April 27, 2012",LATAM,0,33767,1,1,244.839173440201,2,Consumer,Technology,Copiers,Dominican Republic,Caribbean,3,4,2
49,MX-2011-127145,FUR-FU-10003608,26.7600002288818,2,0.0,7.48000001907349,2.03999996185303,SF-20200,High,"Sunday, June 12, 2011",LATAM,0,43052,0,1,53.5200004577637,3,Consumer,Furniture,Furnishings,Brazil,South,3,6,2
50,MX-2014-100783,OFF-FA-10002353,44.9000015258789,5,0.0,8.5,3.20600008964539,MG-18205,Medium,"Tuesday, May 6, 2014",LATAM,0,41482,0,1,224.500007629395,2,Corporate,Office Supplies,Fasteners,Colombia,South,3,5,2
51,MX-2011-168662,OFF-SU-10003665,66.879997253418,4,0.0,28.7199993133545,3.35599994659424,KC-16255,Medium,"Thursday, October 13, 2011",LATAM,1,41295,0,1,267.519989013672,2,Corporate,Office Supplies,Supplies,Mexico,North,2,10,4
52,US-2011-150987,TEC-CO-10003142,230.673004150391,3,0.40200001001358,-85.6474990844727,9.8100004196167,DW-13480,Medium,"Saturday, April 2, 2011",LATAM,0,26595,1,0,413.827362516213,2,Home Office,Technology,Copiers,Honduras,Central,2,4,2
53,US-2011-150987,TEC-CO-10001756,172.438995361328,3,0.40200001001358,-3.48072004318237,5.57000017166138,DW-13480,Medium,"Saturday, April 2, 2011",LATAM,0,26595,1,0,309.355552498027,2,Home Office,Technology,Copiers,Honduras,Central,2,4,2
54,US-2011-150987,OFF-AP-10004958,683.495971679688,3,0.400000005960464,-79.7639999389648,50.1279983520508,DW-13480,Medium,"Saturday, April 2, 2011",LATAM,0,26595,1,0,1230.29273680158,2,Home Office,Office Supplies,Appliances,Honduras,Central,2,4,2
55,US-2011-150987,OFF-EN-10000755,27.7199993133545,2,0.400000005960464,4.11999988555908,1.59700000286102,DW-13480,Medium,"Saturday, April 2, 2011",LATAM,0,26595,1,1,33.2639988455772,2,Home Office,Office Supplies,Envelopes,Honduras,Central,2,4,2
56,MX-2013-156013,OFF-FA-10003529,21.8400001525879,3,0.200000002980232,3.0,0.892000019550323,DS-13030,Medium,"Friday, May 31, 2013",LATAM,0,33867,1,1,52.4160001709461,2,Home Office,Office Supplies,Fasteners,Dominican Republic,Caribbean,3,5,2
57,MX-2013-156013,FUR-BO-10000734,200.544006347656,4,0.400000005960464,-13.3760004043579,13.9659996032715,DS-13030,Medium,"Friday, May 31, 2013",LATAM,0,33867,1,0,481.305610453033,2,Home Office,Furniture,Bookcases,Dominican Republic,Caribbean,3,5,2
58,MX-2011-137897,TEC-PH-10000018,2124.5,5,0.0,488.600006103516,447.657012939453,JM-15580,High,"Tuesday, May 17, 2011",LATAM,0,21208,0,1,10622.5,3,Consumer,Technology,Phones,Mexico,North,2,5,2
59,US-2011-134950,OFF-AR-10001402,22.7159996032715,3,0.400000005960464,-11.7840003967285,1.57799994945526,PW-19240,High,"Wednesday, August 24, 2011",LATAM,0,43765,1,0,40.8887988796949,3,Consumer,Office Supplies,Art,Panama,Central,3,8,3
60,MX-2013-152611,TEC-PH-10003416,391.320007324219,9,0.0,144.720001220703,28.1830005645752,DS-13030,Medium,"Friday, October 11, 2013",LATAM,0,29698,0,1,3521.88006591797,2,Home Office,Technology,Phones,Brazil,South,3,10,4
61,MX-2011-155488,OFF-AP-10001723,63.5400009155273,1,0.0,20.9599990844727,4.41699981689453,CC-12220,Medium,"Friday, October 21, 2011",LATAM,0,40125,0,1,63.5400009155273,2,Consumer,Office Supplies,Appliances,Mexico,North,3,10,4
62,MX-2014-116337,FUR-BO-10000624,875.219970703125,3,0.0,139.979995727539,220.766998291016,MG-18205,High,"Friday, May 16, 2014",LATAM,0,21825,0,1,2625.65991210938,3,Corporate,Furniture,Bookcases,Brazil,South,0,5,2
63,US-2012-164609,FUR-BO-10003499,437.68798828125,3,0.400000005960464,-248.052001953125,83.7699966430664,LC-16885,Critical,"Sunday, August 26, 2012",LATAM,0,24267,1,0,787.838371079779,4,Consumer,Furniture,Bookcases,Honduras,Central,2,8,3
64,MX-2014-165442,OFF-BI-10003952,68.5999984741211,2,0.0,26.7199993133545,14.0150003433228,BT-11530,High,"Friday, March 14, 2014",LATAM,0,33854,0,1,137.199996948242,3,Home Office,Office Supplies,Binders,Mexico,North,1,3,1
65,MX-2014-165442,OFF-BI-10002080,48.7000007629395,5,0.0,17.5,9.93099975585938,BT-11530,High,"Friday, March 14, 2014",LATAM,0,33854,0,1,243.500003814697,3,Home Office,Office Supplies,Binders,Mexico,North,1,3,1
66,US-2012-104997,FUR-TA-10004584,132.108001708984,2,0.699999988079071,-92.4919967651367,10.4840002059937,RK-19300,Medium,"Monday, November 5, 2012",LATAM,1,35539,1,0,79.2648041750908,2,Consumer,Furniture,Tables,Honduras,Central,3,11,4
67,MX-2011-165673,OFF-PA-10004385,17.9599990844727,2,0.0,5.71999979019165,2.02500009536743,PB-19210,High,"Tuesday, May 31, 2011",LATAM,0,32306,0,1,35.9199981689453,3,Corporate,Office Supplies,Paper,Cuba,Caribbean,3,5,2
68,MX-2011-165673,TEC-CO-10001978,635.6259765625,5,0.0020000000949949,266.126007080078,18.2630004882813,PB-19210,High,"Tuesday, May 31, 2011",LATAM,0,32306,1,1,3171.77362274497,3,Corporate,Technology,Copiers,Cuba,Caribbean,3,5,2
69,MX-2013-164021,FUR-BO-10004113,874.679992675781,3,0.0,411.059997558594,164.447006225586,BM-11140,Low,"Tuesday, July 23, 2013",LATAM,0,22351,0,1,2624.03997802734,1,Consumer,Furniture,Bookcases,Colombia,South,3,7,3
70,MX-2013-164021,FUR-FU-10001583,75.9599990844727,6,0.0,37.9199981689453,10.0979995727539,BM-11140,Low,"Tuesday, July 23, 2013",LATAM,0,22351,0,1,455.759994506836,1,Consumer,Furniture,Furnishings,Colombia,South,3,7,3
71,US-2014-120194,FUR-TA-10004937,928.255981445313,2,0.200000002980232,-81.2239990234375,75.004997253418,TZ-21445,Medium,"Friday, September 12, 2014",LATAM,0,24727,1,0,1485.20956477966,2,Corporate,Furniture,Tables,Brazil,South,3,9,3
72,US-2011-132388,TEC-MA-10002710,107.447998046875,2,0.699999988079071,-121.791999816895,7.31699991226196,GZ-14470,Medium,"Thursday, February 24, 2011",LATAM,0,37618,1,0,64.4688013898849,2,Consumer,Technology,Machines,Dominican Republic,Caribbean,3,2,1
73,MX-2012-156720,OFF-SU-10001750,28.5,1,0.0,12.2399997711182,1.81299996376038,FM-14215,Medium,"Friday, February 17, 2012",LATAM,1,36123,0,1,28.5,2,Corporate,Office Supplies,Supplies,Mexico,North,3,2,1
74,MX-2012-156720,TEC-AC-10004379,98.0,5,0.0,20.5,4.93900012969971,FM-14215,Medium,"Friday, February 17, 2012",LATAM,1,36123,0,1,490.0,2,Corporate,Technology,Accessories,Mexico,North,3,2,1
75,MX-2012-156720,OFF-BI-10001430,8.96000003814697,2,0.0,3.92000007629395,0.741999983787537,FM-14215,Medium,"Friday, February 17, 2012",LATAM,1,36123,0,1,17.9200000762939,2,Corporate,Office Supplies,Binders,Mexico,North,3,2,1
76,MX-2012-156720,OFF-EN-10002122,135.699996948242,5,0.0,31.2000007629395,9.46300029754639,FM-14215,Medium,"Friday, February 17, 2012",LATAM,1,36123,0,1,678.499984741211,2,Corporate,Office Supplies,Envelopes,Mexico,North,3,2,1
77,US-2014-157630,OFF-SU-10003236,18.5279998779297,2,0.400000005960464,-8.35200023651123,1.11199998855591,LR-16915,Medium,"Wednesday, June 25, 2014",LATAM,0,34551,1,0,22.2335996326447,2,Consumer,Office Supplies,Supplies,Peru,South,3,6,2
78,US-2014-157630,OFF-ST-10002471,158.759994506836,2,0.400000005960464,15.8400001525879,12.3809995651245,LR-16915,Medium,"Wednesday, June 25, 2014",LATAM,0,34551,1,1,190.511991515637,2,Consumer,Office Supplies,Storage,Peru,South,3,6,2
79,US-2014-157630,OFF-SU-10002816,121.716003417969,7,0.400000005960464,-2.04399991035461,7.75600004196167,LR-16915,Medium,"Wednesday, June 25, 2014",LATAM,0,34551,1,0,511.207209277081,2,Consumer,Office Supplies,Supplies,Peru,South,3,6,2
80,US-2011-119935,FUR-FU-10000499,22.7880001068115,3,0.400000005960464,-0.791999995708466,1.35599994659424,KT-16465,Medium,"Monday, June 13, 2011",LATAM,1,38018,1,0,41.0183997847795,2,Consumer,Furniture,Furnishings,Panama,Central,3,6,2
81,US-2011-119935,FUR-CH-10004725,323.063995361328,14,0.400000005960464,-124.096000671387,4.36499977111816,KT-16465,Medium,"Monday, June 13, 2011",LATAM,1,38018,1,0,2713.7375340766,2,Consumer,Furniture,Chairs,Panama,Central,3,6,2
82,US-2011-119935,TEC-AC-10001341,137.520004272461,3,0.400000005960464,-22.9200000762939,6.76300001144409,KT-16465,Medium,"Monday, June 13, 2011",LATAM,1,38018,1,0,247.53600523138,2,Consumer,Technology,Accessories,Panama,Central,3,6,2
83,US-2011-119935,OFF-AR-10000461,39.5400009155273,5,0.400000005960464,-19.8600006103516,3.07599997520447,KT-16465,Medium,"Monday, June 13, 2011",LATAM,1,38018,1,0,118.620001568198,2,Consumer,Office Supplies,Art,Panama,Central,3,6,2
84,MX-2013-119970,OFF-ST-10000990,263.920013427734,2,0.0,5.23999977111816,16.4389991760254,MW-18220,Medium,"Tuesday, June 25, 2013",LATAM,0,32916,0,1,527.840026855469,2,Consumer,Office Supplies,Storage,Mexico,North,3,6,2
85,MX-2013-119970,OFF-SU-10004643,144.300003051758,5,0.0,36.0,7.59600019454956,MW-18220,Medium,"Tuesday, June 25, 2013",LATAM,0,32916,0,1,721.500015258789,2,Consumer,Office Supplies,Supplies,Mexico,North,3,6,2
86,MX-2014-165925,OFF-PA-10003380,36.7200012207031,3,0.0,10.2600002288818,2.69400000572205,CS-12355,Medium,"Wednesday, January 22, 2014",LATAM,0,42132,0,1,110.160003662109,2,Consumer,Office Supplies,Paper,Mexico,North,3,1,1
87,MX-2014-137365,OFF-FA-10002247,76.9599990844727,8,0.0,9.92000007629395,10.7110004425049,PS-18760,High,"Wednesday, June 18, 2014",LATAM,0,35421,0,1,615.679992675781,3,Consumer,Office Supplies,Fasteners,Mexico,North,3,6,2
88,MX-2014-137365,FUR-FU-10003150,39.023998260498,2,0.400000005960464,-1.97599995136261,1.65299999713898,PS-18760,High,"Wednesday, June 18, 2014",LATAM,0,35421,1,0,46.8287974473953,3,Consumer,Furniture,Furnishings,Mexico,North,3,6,2
89,MX-2012-158981,TEC-AC-10003851,142.679992675781,3,0.0,32.7599983215332,14.5069999694824,SC-20845,High,"Friday, December 28, 2012",LATAM,0,25718,0,1,428.039978027344,3,Consumer,Technology,Accessories,Mexico,North,3,12,4
90,MX-2012-158981,FUR-BO-10004472,582.0,3,0.200000002980232,218.220001220703,59.6790008544922,SC-20845,High,"Friday, December 28, 2012",LATAM,0,25718,1,1,1396.79999479651,3,Consumer,Furniture,Bookcases,Mexico,North,3,12,4
91,MX-2012-158981,OFF-BI-10000280,41.939998626709,9,0.0,0.0,5.21799993515015,SC-20845,High,"Friday, December 28, 2012",LATAM,0,25718,0,0,377.459987640381,3,Consumer,Office Supplies,Binders,Mexico,North,3,12,4
92,MX-2012-158981,OFF-EN-10000857,255.0,10,0.0,91.8000030517578,24.6280002593994,SC-20845,High,"Friday, December 28, 2012",LATAM,0,25718,0,1,2550.0,3,Consumer,Office Supplies,Envelopes,Mexico,North,3,12,4
93,MX-2013-169292,OFF-PA-10001385,58.9000015258789,5,0.0,15.3000001907349,4.09800004959106,AJ-10780,High,"Tuesday, April 23, 2013",LATAM,0,35327,0,1,294.500007629395,3,Corporate,Office Supplies,Paper,Mexico,North,3,4,2
94,MX-2013-169292,OFF-EN-10002186,88.3000030517578,5,0.0,8.80000019073486,10.8640003204346,AJ-10780,High,"Tuesday, April 23, 2013",LATAM,0,35327,0,1,441.500015258789,3,Corporate,Office Supplies,Envelopes,Mexico,North,3,4,2
95,MX-2013-169292,OFF-FA-10004781,17.6800003051758,2,0.0,2.27999997138977,2.82699990272522,AJ-10780,High,"Tuesday, April 23, 2013",LATAM,0,35327,0,1,35.3600006103516,3,Corporate,Office Supplies,Fasteners,Mexico,North,3,4,2
96,MX-2011-112319,FUR-BO-10003438,575.960021972656,7,0.0,120.819999694824,55.5730018615723,KT-16465,Low,"Tuesday, April 19, 2011",LATAM,0,26049,0,1,4031.72015380859,1,Consumer,Furniture,Bookcases,Brazil,South,3,4,2
97,MX-2011-112319,TEC-AC-10001491,55.3600006103516,2,0.0,1.63999998569489,7.17999982833862,KT-16465,Low,"Tuesday, April 19, 2011",LATAM,0,26049,0,1,110.720001220703,1,Consumer,Technology,Accessories,Brazil,South,3,4,2
98,MX-2011-149986,OFF-ST-10004412,96.0,3,0.0,4.80000019073486,5.68499994277954,AH-10075,Medium,"Friday, October 21, 2011",LATAM,0,38923,0,1,288.0,2,Corporate,Office Supplies,Storage,Nicaragua,Central,3,10,4
99,US-2013-125892,FUR-CH-10004725,92.3040008544922,3,0.200000002980232,-3.51600003242493,28.0249996185303,NW-18400,Critical,"Thursday, August 8, 2013",LATAM,0,29725,1,0,221.529601225519,4,Consumer,Furniture,Chairs,Dominican Republic,Caribbean,1,8,3
100,US-2013-125892,OFF-PA-10003224,84.9599990844727,6,0.200000002980232,-5.40000009536743,18.5809993743896,NW-18400,Critical,"Thursday, August 8, 2013",LATAM,0,29725,1,0,407.807994086266,4,Consumer,Office Supplies,Paper,Dominican Republic,Caribbean,1,8,3
101,MX-2013-158533,TEC-AC-10001405,494.640014648438,3,0.0,197.820007324219,9.00100040435791,JL-15850,Medium,"Friday, December 13, 2013",LATAM,0,36414,0,1,1483.92004394531,2,Consumer,Technology,Accessories,Guatemala,Central,2,12,4
102,MX-2013-165708,OFF-FA-10003496,39.4000015258789,5,0.0,5.09999990463257,3.46099996566772,CG-12040,Medium,"Wednesday, December 4, 2013",LATAM,0,41160,0,1,197.000007629395,2,Home Office,Office Supplies,Fasteners,Cuba,Caribbean,3,12,4
103,US-2013-103051,FUR-CH-10002547,244.559997558594,5,0.200000002980232,-27.5400009155273,27.2639999389648,TB-21400,Low,"Monday, November 4, 2013",LATAM,0,29889,1,0,978.239986590147,1,Consumer,Furniture,Chairs,Mexico,North,3,11,4
104,US-2013-103051,OFF-AR-10001072,16.4799995422363,2,0.0,2.27999997138977,2.12800002098083,TB-21400,Low,"Monday, November 4, 2013",LATAM,0,29889,0,1,32.9599990844727,1,Consumer,Office Supplies,Art,Mexico,North,3,11,4
105,MX-2013-151988,OFF-EN-10002624,5.67999982833862,1,0.0,2.25999999046326,0.626999974250793,PB-19150,High,"Saturday, November 30, 2013",LATAM,0,45353,0,1,5.67999982833862,3,Consumer,Office Supplies,Envelopes,Mexico,North,2,11,4
106,MX-2012-141915,FUR-CH-10004387,266.544006347656,9,0.200000002980232,6.62400007247925,29.5869998931885,MD-17350,Medium,"Wednesday, October 10, 2012",LATAM,0,29406,1,1,1919.11683855386,2,Consumer,Furniture,Chairs,Mexico,North,3,10,4
